Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play
365,Angus Gunn,GK,sct Scotland,30-176,1.eng Nottingham,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e082af5b,0.0,0.0,1.0,0.0,270.0
366,Malo Gusto,DFMF,fr France,23-059,1.eng Chelsea,2003,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d56b9520,0.0,0.0,3.0,2.0,32.0
367,Brian Gutiérrez,MF,mx Mexico,23-030,1.mx Guadalajara,2003,4,2,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d88f31db,6.0,0.0,1.0,2.0,198.0
368,Jorge Gutiérrez,DF,pa Panama,27-319,1.ve Dep. La Guaira,1998,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,56f6d192,0.0,0.0,1.0,1.0,87.0
369,Joško Gvardiol,DF,hr Croatia,24-175,1.eng Manchester City,2002,4,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ad50391,1.0,0.0,2.0,2.0,139.0
370,Viktor Gyökeres,FW,se Sweden,28-043,1.eng Arsenal,1998,4,4,360,4.0,1,2,3,1,0,0,1,0,0.25,0.5,0.75,0.25,0.75,Matches,4d5a9185,12.0,6.0,1.0,0.0,360.0
371,Aziz Gʻaniyev,MF,uz Uzbekistan,28-145,,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0c492054,1.0,0.0,6.0,0.0,122.0
372,Erling Haaland,FW,no Norway,25-361,1.eng Manchester City,2000,5,5,465,5.2,7,0,7,7,0,0,0,0,1.35,0.0,1.35,1.35,1.35,Matches,1f44ac21,20.0,13.0,0.0,1.0,465.0
373,Ihsan Haddad,DF,jo Jordan,32-162,1.jo Al-Hussein SC,1994,3,3,260,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35,Matches,85660a5d,1.0,0.0,1.0,2.0,260.0
374,Anis Hadj Moussa,MF,dz Algeria,24-156,1.nl Feyenoord,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7bc7eef2,2.0,0.0,0.0,1.0,98.0
375,Jaouen Hadjam,DF,dz Algeria,23-113,1.ch Young Boys,2003,3,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,576817b7,1.0,0.0,1.0,1.0,109.0
376,Amir Hadžiahmetović,MF,ba Bosnia–Herz,29-131,2.eng Hull City,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e8213ed3,0.0,0.0,0.0,0.0,6.0
377,Dennis Hadžikadunić,DF,ba Bosnia–Herz,28-008,2.it Sampdoria,1998,1,0,27,0.3,0,1,1,0,0,0,0,0,0.0,3.33,3.33,0.0,3.33,Matches,82cfae2a,0.0,0.0,2.0,0.0,27.0
378,Karim Hafez,DF,eg Egypt,30-127,1.eg Pyramids FC,1996,3,2,172,1.9,0,1,1,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,Matches,d2debf23,1.0,0.0,1.0,3.0,172.0
379,Ehsan Hajsafi,DF,ir IR Iran,36-142,1.ir Sepahan,1990,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,b060e3b8,1.0,0.0,0.0,1.0,91.0
380,Achraf Hakimi,DF,ma Morocco,27-255,1.fr PSG,1998,6,6,570,6.3,1,2,3,1,0,0,1,0,0.16,0.32,0.47,0.16,0.47,Matches,e42d61c7,14.0,4.0,10.0,5.0,570.0
381,Redouane Halhal,DF,ma Morocco,23-134,1.be Mechelen,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,e17c2cec,0.0,0.0,1.0,1.0,180.0
382,Ali Al Hamadi,FW,iq Iraq,24-138,2.eng Ipswich Town,2002,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8450467d,6.0,0.0,2.0,2.0,180.0
383,Abdullah Al-Hamdan,FW,sa Saudi Arabia,26-307,1.sa Al-Nassr,1999,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cc4b5436,2.0,2.0,0.0,0.0,71.0
384,Mohamed Amine Ben Hamida,DF,tn Tunisia,30-214,1.tn Espérance Tunis,1995,3,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2a5e8f82,0.0,0.0,9.0,1.0,202.0
385,Odiljon Hamrobekov,MF,uz Uzbekistan,30-154,1.ir Tractor,1996,2,1,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,03f63e77,1.0,0.0,0.0,0.0,77.0
386,Lee Han-beom,DF,kr Korea Republic,24-030,1.dk Midtjylland,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,071f2dd3,2.0,0.0,2.0,3.0,270.0
387,Grant Hanley,DF,sct Scotland,34-239,1.sct Hibernian,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e9254eec,0.0,0.0,2.0,1.0,180.0
388,Sontje Hansen,FW,cw Curaçao,24-060,2.eng Middlesbrough,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,70bad10b,1.0,1.0,0.0,0.0,45.0
389,Mohamed Hany,DF,eg Egypt,30-173,1.eg Al Ahly,1996,5,5,480,5.3,0,1,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,Matches,9bcf1513,4.0,0.0,9.0,6.0,480.0
390,Moteb Al-Harbi,DF,sa Saudi Arabia,26-147,1.sa Al-Hilal,2000,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1d88554c,0.0,0.0,1.0,4.0,188.0
391,Saleh Hardani,DF,ir IR Iran,27-203,1.ir Esteghlal,1998,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3a9b682b,0.0,0.0,2.0,2.0,90.0
392,Carlos Harvey,MF,pa Panama,26-164,1.us Minnesota Utd,2000,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,3f18600c,5.0,0.0,3.0,0.0,267.0
393,Akam Hashim,DF,iq Iraq,27-335,1.iq Al-Zawra'a SC,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f8416e89,1.0,0.0,1.0,2.0,270.0
394,Haissem Hassan,MF,eg Egypt,24-159,1.es Oviedo,2002,2,1,126,1.4,0,1,1,0,0,0,2,0,0.0,0.71,0.71,0.0,0.71,Matches,e0979e74,1.0,0.0,1.0,0.0,126.0
395,Jalal Hassan,GK,iq Iraq,35-060,1.iq Al-Zawra'a SC,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,87351c2e,0.0,0.0,0.0,0.0,135.0
396,Abdulaziz Hatem,MF,qa Qatar,36-197,1.qa Al Rayyan SC,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c5065ef8,0.0,0.0,0.0,0.0,45.0
397,Jorrel Hato,DF,nl Netherlands,20-132,1.eng Chelsea,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bde35051,0.0,0.0,0.0,0.0,35.0
398,Kai Havertz,FW,de Germany,27-036,1.eng Arsenal,1999,4,4,353,3.9,3,0,3,2,1,1,1,0,0.76,0.0,0.76,0.51,0.51,Matches,fed7cb61,12.0,7.0,2.0,1.0,353.0
399,Hassan Al-Haydos,MF,qa Qatar,35-218,1.qa Al Sadd,1990,2,1,57,0.6,1,0,1,1,0,0,0,0,1.58,0.0,1.58,1.58,1.58,Matches,41bd6c64,1.0,1.0,0.0,0.0,57.0
400,Jan Paul van Hecke,DF,nl Netherlands,26-039,1.eng Brighton,2000,4,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,4fd08daa,3.0,2.0,3.0,4.0,390.0
401,Hwang Hee-chan,FW,kr Korea Republic,30-172,1.eng Wolves,1996,3,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,169fd162,1.0,0.0,1.0,0.0,108.0
402,Torbjørn Heggem,DF,no Norway,27-186,1.it Bologna,1999,5,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,834fea76,1.0,1.0,7.0,2.0,443.0
403,Alaa Al Hejji,MF,sa Saudi Arabia,30-226,1.sa Neom,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6d258576,0.0,0.0,0.0,1.0,32.0
404,Jordan Henderson,MF,eng England,36-030,1.eng Brentford,1990,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,935e6b8f,0.0,0.0,1.0,0.0,7.0
405,Jack Hendry,DF,sct Scotland,31-071,1.sa Al-Ettifaq,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ffed43e3,0.0,0.0,2.0,0.0,270.0
406,Luiz Henrique,FWMF,br Brazil,25-196,1.ru Zenit,2001,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8059806f,0.0,0.0,0.0,0.0,29.0
407,Theo Hernández,DF,fr France,28-284,1.sa Al-Hilal,1997,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d4c9725f,3.0,0.0,1.0,3.0,212.0
408,Lucas Herrington,DF,au Australia,18-315,1.us Colorado Rapids,2007,2,2,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6f808c85,0.0,0.0,1.0,2.0,210.0
409,Son Heung-min,FW,kr Korea Republic,34-009,1.us LAFC,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,92e7e919,7.0,1.0,1.0,0.0,169.0
410,Aaron Hickey,DF,sct Scotland,24-037,1.eng Brentford,2002,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,1780bb4a,0.0,0.0,0.0,1.0,74.0
411,Isak Hien,DF,se Sweden,27-185,1.it Atalanta,1999,3,3,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,12806697,0.0,0.0,3.0,1.0,216.0
412,Piero Hincapié,DF,ec Ecuador,24-189,1.eng Arsenal,2002,4,4,339,3.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,Matches,0c7a48f8,3.0,0.0,5.0,4.0,339.0
413,Adam Hložek,FW,cz Czechia,23-357,1.de Hoffenheim,2002,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5521f419,3.0,1.0,1.0,1.0,156.0
414,Tomáš Holeš,DF,cz Czechia,33-108,1.cz Slavia Prague,1993,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e03c2d97,0.0,0.0,3.0,4.0,153.0
415,Amirhossein Hosseinzadeh,FW,ir IR Iran,25-260,1.ir Tractor,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,47270f0c,1.0,0.0,2.0,0.0,17.0
416,Robin Hranáč,DF,cz Czechia,26-169,1.de Hoffenheim,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,95d5aea2,0.0,0.0,0.0,1.0,270.0
417,Ajdin Hrustic,MF,au Australia,30-012,1.nl Heracles Almelo,1996,2,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1f2d714c,3.0,0.0,0.0,0.0,80.0
418,César Huerta,FWMF,mx Mexico,25-226,1.be Anderlecht,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,de2f44ce,0.0,0.0,0.0,0.0,7.0
419,Al-Hashmi Al-Hussain,MF,qa Qatar,22-336,1.qa Al-Arabi,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c164fda2,0.0,0.0,2.0,1.0,32.0
420,Ayman Hussein,FW,iq Iraq,30-117,1.iq Al-Karma,1996,2,2,115,1.3,1,0,1,1,0,0,0,0,0.78,0.0,0.78,0.78,0.78,Matches,8b574de7,3.0,1.0,0.0,0.0,115.0
421,Oh Hyeon-gyu,FW,kr Korea Republic,25-096,1.tr Beşiktaş,2001,3,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0,0.7,0.7,0.7,Matches,d25422fb,4.0,2.0,0.0,0.0,129.0
422,Yang Hyun-jun,FWMF,kr Korea Republic,24-053,1.sct Celtic,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f4cda99f,1.0,1.0,1.0,1.0,20.0
423,Roger Ibanez,DF,br Brazil,27-236,1.sa Al-Ahli,1998,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,82efe6fa,0.0,0.0,2.0,1.0,45.0
424,Yasser Ibrahim,DF,eg Egypt,33-157,1.eg Al Ahly,1993,5,4,467,5.2,1,0,1,1,0,0,2,0,0.19,0.0,0.19,0.19,0.19,Matches,0b89ad1b,1.0,1.0,6.0,3.0,467.0
425,Borja Iglesias,FW,es Spain,33-181,1.es Celta Vigo,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,75645f0e,0.0,0.0,0.0,0.0,1.0
426,Hwang In-beom,MF,kr Korea Republic,29-300,1.nl Feyenoord,1996,3,3,263,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches,92fa5d28,4.0,2.0,2.0,4.0,263.0
427,Christ Inao Oulaï,MF,ci Côte d'Ivoire,20-102,1.tr Trabzonspor,2006,4,2,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,62709ee4,2.0,0.0,4.0,6.0,208.0
428,Zidane Iqbal,MF,iq Iraq,23-081,1.nl Utrecht,2003,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6fa3c28e,0.0,0.0,2.0,1.0,188.0
429,Nestory Irankunda,FWMF,au Australia,20-158,2.eng Watford,2006,4,3,261,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,Matches,4ac730b2,6.0,2.0,0.0,1.0,261.0
430,Jackson Irvine,MF,au Australia,33-132,1.de St Pauli,1993,4,2,223,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,4637747c,3.0,1.0,1.0,1.0,223.0
431,Alexander Isak,FW,se Sweden,26-299,1.eng Liverpool,1999,4,4,357,4.0,1,3,4,1,0,0,0,0,0.25,0.76,1.01,0.25,1.01,Matches,8e92be30,8.0,6.0,2.0,0.0,357.0
432,Wilson Isidor,FW,ht Haiti,25-324,1.eng Sunderland,2000,3,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48,Matches,a671316d,5.0,2.0,1.0,1.0,186.0
433,Jamshid Iskanderov,FWMF,uz Uzbekistan,32-274,1.uz Neftchi FK,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3b8abe7c,0.0,0.0,0.0,0.0,9.0
434,Zaid Ismail,MF,iq Iraq,24-195,1.iq Al-Talaba,2002,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c65effaa,0.0,0.0,4.0,1.0,117.0
435,Ko Itakura,DF,jp Japan,29-171,1.nl Ajax,1997,2,2,128,1.4,0,1,1,0,0,0,0,0,0.0,0.7,0.7,0.0,0.7,Matches,97d545ae,0.0,0.0,0.0,1.0,128.0
436,Jacob Italiano,DF,au Australia,24-352,1.at Grazer AK,2001,2,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2eb0ee9a,1.0,0.0,2.0,1.0,163.0
437,Hiroki Ito,DF,jp Japan,27-066,1.de Bayern Munich,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,204dded0,1.0,0.0,2.0,0.0,360.0
438,Junya Itō,MF,jp Japan,33-130,1.be Genk,1993,4,2,216,2.4,1,0,1,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42,Matches,dbd3a428,3.0,1.0,2.0,1.0,216.0
439,Cedric Itten,FWMF,ch Switzerland,29-202,2.de Düsseldorf,1996,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ef233486,0.0,0.0,0.0,0.0,42.0
440,Nicolas Jackson,FW,sn Senegal,25-027,1.de Bayern Munich,2001,4,2,234,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,Matches,9c36ed83,7.0,3.0,2.0,1.0,234.0
441,Lee Jae-sung,FW,kr Korea Republic,33-341,1.de Mainz 05,1992,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,34b0387f,2.0,1.0,3.0,2.0,117.0
442,Alireza Jahanbakhsh,FWMF,ir IR Iran,32-340,1.be Dender,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,08452314,1.0,0.0,1.0,0.0,46.0
443,Ismail Jakobs,DF,sn Senegal,26-334,1.tr Galatasaray,1999,3,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a0415710,1.0,0.0,2.0,2.0,219.0
444,Reece James,DF,eng England,26-221,1.eng Chelsea,1999,4,3,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1265a93a,1.0,0.0,3.0,3.0,311.0
445,Amer Jamous,MF,jo Jordan,24-014,1.iq Al-Zawra'a SC,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,32d4f1e1,0.0,0.0,0.0,0.0,15.0
446,Luca Jaquez,DF,ch Switzerland,23-045,1.de Stuttgart,2003,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a400da8e,0.0,0.0,0.0,1.0,78.0
447,Ardon Jashari,MF,ch Switzerland,23-352,1.it Milan,2002,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,889588db,2.0,0.0,0.0,0.0,72.0
448,Ali Jasim,MF,iq Iraq,22-178,1.sa Al-Najma,2004,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1a927a6f,4.0,1.0,1.0,0.0,129.0
449,Danley Jean-Jacques,MF,ht Haiti,26-058,1.us Philadelphia,2000,3,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,59fcbd6d,0.0,0.0,6.0,3.0,259.0
450,Eom Ji-sung,MF,kr Korea Republic,24-069,2.eng Swansea City,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3a049da1,0.0,0.0,2.0,0.0,42.0
451,Raúl Jiménez,FW,mx Mexico,35-073,1.eng Fulham,1991,4,4,317,3.5,3,0,3,2,1,1,0,0,0.85,0.0,0.85,0.57,0.57,Matches,b561db50,18.0,7.0,1.0,0.0,317.0
452,Kim Jin-gyu,MF,kr Korea Republic,29-143,1.kr Jeonbuk,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7c0479b1,1.0,0.0,1.0,0.0,52.0
453,Park Jinseob,DFMF,kr Korea Republic,30-267,1.cn Zhejiang,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3316967a,1.0,1.0,0.0,0.0,32.0
454,Ruslanbek Jiyanov,FW,uz Uzbekistan,25-042,1.uz Navbahor,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3c181746,0.0,0.0,1.0,0.0,1.0
455,Alistair Johnston,DF,ca Canada,27-282,1.sct Celtic,1998,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,4fb17e20,5.0,2.0,2.0,6.0,450.0
456,Frenkie de Jong,MF,nl Netherlands,29-066,1.es Barcelona,1997,4,4,328,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1bacc518,1.0,0.0,7.0,8.0,328.0
457,Lenny Joseph,FW,ht Haiti,25-278,1.hu Ferencváros,2000,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d1828392,2.0,0.0,0.0,0.0,117.0
458,Edmilson Junior,MFFW,qa Qatar,31-332,1.qa Al Duhail SC,1994,3,3,210,2.3,0,1,1,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43,Matches,620764f4,3.0,2.0,1.0,0.0,210.0
459,Vinicius Júnior,FW,br Brazil,26-005,1.es Real Madrid,2000,5,5,440,4.9,4,1,5,4,0,0,0,0,0.82,0.2,1.02,0.82,1.02,Matches,7111d552,17.0,11.0,1.0,1.0,440.0
460,Elijah Just,MF,nz New Zealand,26-077,1.sct Motherwell,2000,3,3,264,2.9,3,0,3,3,0,0,1,0,1.02,0.0,1.02,1.02,1.02,Matches,0c295d6e,7.0,5.0,3.0,2.0,264.0
461,Musab Al Juwayr,MFFW,sa Saudi Arabia,23-027,1.sa Al-Qadsiah,2003,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,62592fc1,0.0,0.0,3.0,1.0,152.0
462,Ayoub El Kaabi,FW,ma Morocco,33-021,1.gr Olympiacos,1993,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b1bfd1d4,3.0,2.0,2.0,0.0,69.0
463,Ozan Kabak,DF,tr Türkiye,26-114,1.de Hoffenheim,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2d61d13a,0.0,0.0,2.0,0.0,90.0
464,Ferdi Kadioglu,DF,tr Türkiye,26-283,1.eng Brighton,1999,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,66c52a77,1.0,0.0,2.0,1.0,159.0
465,Kaku,MF,py Paraguay,31-187,1.ae Al Ain,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cb01ad74,0.0,0.0,0.0,0.0,11.0
466,Saša Kalajdžić,FW,at Austria,29-010,1.at LASK,1997,3,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1.17,1.17,Matches,15f24fe7,4.0,1.0,0.0,0.0,77.0
467,Gédéon Kalulu,DF,cd Congo DR,28-322,1.cy Aris Limassol,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,dd211559,0.0,0.0,0.0,0.0,6.0
468,Daichi Kamada,MF,jp Japan,29-346,1.eng Crystal Palace,1996,4,4,329,3.7,2,0,2,2,0,0,1,0,0.55,0.0,0.55,0.55,0.55,Matches,15b287da,3.0,2.0,3.0,1.0,329.0
469,Hossein Kanaanizadegan,DF,ir IR Iran,32-116,1.ir Persepolis,1994,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,24353c25,1.0,1.0,0.0,2.0,135.0
470,Harry Kane,FW,eng England,32-354,1.de Bayern Munich,1993,7,7,652,7.2,6,1,7,4,2,2,0,0,0.83,0.14,0.97,0.55,0.69,Matches,21a66f6a,23.0,12.0,3.0,1.0,652.0
471,Lee Kang-in,FW,kr Korea Republic,25-148,1.fr PSG,2001,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,Matches,8455ad90,4.0,1.0,0.0,0.0,270.0
472,Mohamed Kanno,MF,sa Saudi Arabia,31-298,1.sa Al-Hilal,1994,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,74ccf212,3.0,2.0,4.0,2.0,225.0
473,Steve Kapuadi,DF,cd Congo DR,28-078,1.pl Widzew Łódź,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3f3c941a,1.0,0.0,1.0,1.0,180.0
474,Bekhruz Karimov,DF,uz Uzbekistan,18-344,1.uz FC Surkhon,2007,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,74cdaeba,2.0,0.0,5.0,3.0,179.0
475,Jesper Karlström,MF,se Sweden,31-026,1.it Udinese,1995,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e0a1f4eb,1.0,0.0,3.0,1.0,138.0
476,Gervane Kastaneer,FWMF,cw Curaçao,30-038,1.my Terengganu City,1996,3,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,0c142e14,1.0,0.0,0.0,0.0,30.0
477,Nikola Katić,DF,ba Bosnia–Herz,29-280,2.de Schalke 04,1996,4,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,35bd124a,2.0,0.0,6.0,5.0,317.0
478,Edo Kayembe,MF,cd Congo DR,28-044,2.eng Watford,1998,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f99b71de,2.0,1.0,1.0,0.0,160.0
479,Joris Kayembe,DFFW,cd Congo DR,31-343,1.be Genk,1994,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4657faba,1.0,0.0,4.0,4.0,45.0
480,Franck Kessié,MF,ci Côte d'Ivoire,29-210,1.sa Al-Ahli,1996,4,4,346,3.8,1,0,1,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,Matches,05e19d6a,4.0,2.0,4.0,0.0,346.0
481,Abdullah Al-Khaibari,MF,sa Saudi Arabia,29-335,1.sa Al-Nassr,1996,3,3,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ab47ae1c,1.0,0.0,1.0,1.0,180.0
