Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play,Score
276,Roshon van Eijma,DF,cw Curaçao,28-038,2.nl RKC Waalwijk,1998,1,0,0.020319303338171262,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,130368de,0.0,0.0,0.0,0.0,15.0,0.0040638606676342524
277,Anthony Elanga,MFFW,se Sweden,24-081,1.eng Newcastle,2002,4,2,0.3134978229317852,2.4,0.25,0.0,2,2,0,0,0,0,0.83,0.0,0.83,0.83,0.83,Matches,2fba6108,0.07317073170731708,0.13043478260869565,0.0,0.13333333333333333,217.0,0.11968311562651185
278,Meschak Elia,FWMF,cd Congo DR,28-345,1.tr Alanyaspor,1997,2,0,0.06531204644412192,0.5,0.0,0.2,1,0,0,0,0,0,0.0,1.96,1.96,0.0,1.96,Matches,5d51b074,0.04878048780487805,0.043478260869565216,0.0,0.06666666666666667,46.0,0.07319787131107885
279,Callan Elliot,DF,nz New Zealand,27-010,1.au Auckland FC,1999,1,0,0.01741654571843251,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9d6968a3,0.0,0.0,0.05,0.0,13.0,0.025983309143686503
280,Eren Elmalı,DF,tr Türkiye,26-010,1.tr Galatasaray,2000,2,1,0.15965166908563136,1.2,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,8eeb8ba4,0.0,0.0,0.05,0.13333333333333333,111.0,0.10109700048379294
281,Nico Elvedi,DF,ch Switzerland,29-290,1.de Gladbach,1996,6,6,0.8693759071117562,6.7,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,48035304,0.07317073170731708,0.0,0.1,0.4,600.0,0.35887518142235125
282,Breel Embolo,FW,ch Switzerland,29-153,1.fr Rennes,1997,6,6,0.725689404934688,5.6,0.25,0.4,4,1,1,1,2,1,0.36,0.36,0.72,0.18,0.54,Matches,0b4f388a,0.24390243902439024,0.21739130434782608,0.0,0.13333333333333333,501.0,0.27388918345705193
283,Julio Enciso,FW,py Paraguay,22-175,1.fr Strasbourg,2004,5,5,0.5587808417997098,4.3,0.125,0.4,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7,Matches,9cfbad36,0.1951219512195122,0.043478260869565216,0.25,0.06666666666666667,386.0,0.18179612937433723
284,Endrick,FW,br Brazil,19-361,1.fr Lyon,2006,4,0,0.1640058055152395,1.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a2728fbf,0.07317073170731708,0.0,0.05,0.06666666666666667,114.0,0.014634146341463417
285,Sherzod Esanov,MF,uz Uzbekistan,23-166,1.uz FK Bukhara Nurafshon,2003,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bd6667ba,0.0,0.0,0.0,0.06666666666666667,1.0,0.006666666666666667
286,Fidel Escobar,DF,pa Panama,31-189,1.cr Saprissa,1995,1,1,0.12917271407837447,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4991ec66,0.0,0.0,0.1,0.06666666666666667,90.0,0.09416787614900822
287,Pervis Estupiñán,MF,ec Ecuador,28-177,1.it Milan,1998,2,1,0.1277213352685051,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d38fdf53,0.0,0.0,0.05,0.0,89.0,0.022772133526850515
288,Derrick Etienne,FWMF,ht Haiti,29-234,1.us Toronto FC,1996,1,0,0.013062409288824383,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,59059f1e,0.0,0.0,0.0,0.0,10.0,0.0013062409288824384
289,Stephen Eustáquio,MF,ca Canada,29-208,1.pt Porto,1996,5,4,0.567489114658926,4.4,0.125,0.0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,577efaec,0.0975609756097561,0.043478260869565216,0.25,0.2,392.0,0.1642489114658926
290,Martin Expérience,DFMF,ht Haiti,27-130,2.fr Nancy,1999,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9edb83f4,0.024390243902439025,0.0,0.30000000000000004,0.26666666666666666,270.0,0.3064175133043058
291,Saeid Ezatolahi,MF,ir IR Iran,29-289,1.ae Al-Ahli Dubai FC,1996,3,3,0.38171262699564584,2.9,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,314d95ac,0.14634146341463417,0.08695652173913043,0.25,0.4666666666666667,264.0,0.13483792936623126
292,Eberechi Eze,FWMF,eng England,28-018,1.eng Arsenal,1998,4,0,0.19158200290275762,1.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ae4fc6a4,0.12195121951219512,0.0,0.0,0.0,133.0,0.019158200290275762
293,Fabinho,DFMF,br Brazil,32-267,1.sa Al-Ittihad,1993,3,0,0.10159651669085631,0.8,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,7f3b388c,0.024390243902439025,0.0,0.05,0.13333333333333333,71.0,0.08948597000483793
294,José Fajardo,FW,pa Panama,32-333,1.ec Univ Católica,1993,3,1,0.2235123367198839,1.7,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,682e47b3,0.024390243902439025,0.0,0.1,0.0,155.0,0.004878048780487806
295,Odeh Al-Fakhouri,MFFW,jo Jordan,20-237,1.eg Pyramids FC,2005,3,2,0.21335268505079827,1.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,30591ae5,0.04878048780487805,0.043478260869565216,0.05,0.13333333333333333,148.0,0.04466860183841317
296,Henrik Falchener,DF,no Norway,23-070,1.no Viking,2003,1,1,0.09288824383164006,0.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,57fe6b9b,0.0,0.0,0.0,0.06666666666666667,65.0,0.04191098209966135
297,Marko Farji,MF,iq Iraq,22-123,2.it Venezia,2004,2,0,0.07692307692307693,0.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e046cff6,0.0,0.0,0.05,0.06666666666666667,54.0,0.024358974358974363
298,Christian Fassnacht,FWMF,ch Switzerland,32-248,1.ch Young Boys,1993,1,0,0.007256894049346879,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0aeeed3f,0.0,0.0,0.05,0.0,6.0,0.01072568940493469
299,Abdul Fatawu Issahaku,FWMF,gh Ghana,22-131,2.eng Leicester City,2004,4,0,0.19013062409288825,1.5,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bceda5ff,0.07317073170731708,0.0,0.0,0.0,132.0,0.019013062409288826
300,Ahmed Fathy,MF,qa Qatar,33-173,1.qa Al-Arabi,1993,3,1,0.216255442670537,1.7,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,f2369793,0.0,0.0,0.15000000000000002,0.2,150.0,0.07162554426705371
301,Hamdy Fathy,DFMF,eg Egypt,31-291,1.qa Al-Wakrah,1994,4,3,0.3439767779390421,2.6,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,c8ef4955,0.0,0.0,0.15000000000000002,0.13333333333333333,238.0,0.1829620222544751
302,Ahmed Fatouh,DF,eg Egypt,28-117,1.eg Zamalek SC,1998,3,3,0.386066763425254,3.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,de13286d,0.024390243902439025,0.043478260869565216,0.25,0.26666666666666666,267.0,0.2830466860183841
303,Abbosbek Fayzullayev,MF,uz Uzbekistan,22-287,1.tr Başakşehir,2003,3,3,0.3178519593613933,2.4,0.125,0.0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,Matches,ef1d36a1,0.07317073170731708,0.08695652173913043,0.30000000000000004,0.06666666666666667,220.0,0.135951862602806
304,João Félix,MF,pt Portugal,26-249,1.sa Al-Nassr,1999,3,3,0.29027576197387517,2.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8aafd64f,0.14634146341463417,0.043478260869565216,0.2,0.2,201.0,0.08902757619738753
305,Lewis Ferguson,MF,sct Scotland,26-327,1.it Bologna,1999,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ee64a822,0.04878048780487805,0.043478260869565216,0.35000000000000003,0.26666666666666666,270.0,0.1357087566521529
306,Bruno Fernandes,MF,pt Portugal,31-312,1.eng Manchester Utd,1994,5,5,0.6110304789550073,4.7,0.0,0.2,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,507c7bdf,0.21951219512195122,0.13043478260869565,0.25,0.0,422.0,0.17110304789550074
307,Enzo Fernández,MF,ar Argentina,25-181,1.eng Chelsea,2001,6,6,0.8258345428156749,6.3,0.25,0.0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,Matches,5ff4ab71,0.29268292682926833,0.17391304347826086,0.35000000000000003,0.4,570.0,0.2675834542815675
308,Matias Fernandez-Pardo,FWMF,be Belgium,21-164,1.fr Lille,2005,3,0,0.06240928882438316,0.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0cdb6a2a,0.07317073170731708,0.0,0.05,0.0,44.0,0.01624092888243832
309,Álvaro Fidalgo,MF,mx Mexico,29-099,1.es Real Betis,1997,3,1,0.1378809869375907,1.1,0.125,0.0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,Matches,c705cdc4,0.07317073170731708,0.08695652173913043,0.0,0.06666666666666667,96.0,0.057954765360425736
310,Sherel Floranus,DF,cw Curaçao,27-328,1.nl Zwolle,1998,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ad49fbb,0.04878048780487805,0.0,0.30000000000000004,0.26666666666666666,270.0,0.3064175133043058
311,Seko Fofana,MF,ci Côte d'Ivoire,31-071,1.pt Porto,1995,2,1,0.1320754716981132,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,5313ed43,0.12195121951219512,0.043478260869565216,0.0,0.13333333333333333,92.0,0.026540880503144654
312,Yahia Fofana,GK,ci Côte d'Ivoire,25-330,1.tr Rizespor,2000,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9d420dad,0.0,0.0,0.0,0.0,360.0,0.0
313,Deveron Fonville,DF,cw Curaçao,23-062,1.nl NEC Nijmegen,2003,3,3,0.3483309143686502,2.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,21932982,0.0,0.0,0.15000000000000002,0.3333333333333333,241.0,0.2538328495403967
314,Yassin Fortuné,FWMF,ht Haiti,27-168,2.pt Vizela,1999,1,0,0.007256894049346879,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ddcc9e22,0.0,0.0,0.0,0.0,6.0,0.000725689404934688
315,Lyle Foster,FW,za South Africa,25-317,1.eng Burnley,2000,1,1,0.07837445573294631,0.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f84a807c,0.024390243902439025,0.0,0.0,0.0,55.0,0.004878048780487806
316,Alan Franco,DF,ec Ecuador,27-330,1.br Atlético Mineiro,1998,4,4,0.36284470246734396,2.8,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,c76b161b,0.0,0.0,0.30000000000000004,0.26666666666666666,251.0,0.3009022738268021
317,Alex Freeman,DF,us United States,21-342,1.es Villarreal,2004,5,4,0.5413642960812772,4.2,0.125,0.2,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches,754f150b,0.0975609756097561,0.043478260869565216,0.30000000000000004,0.4666666666666667,374.0,0.4066061925495888
318,Matt Freese,GK,us United States,27-318,1.us NYCFC,1998,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2f49476c,0.0,0.0,0.0,0.0,360.0,0.0
319,Remo Freuler,MF,ch Switzerland,34-093,1.it Bologna,1992,6,6,0.8577648766328012,6.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,98d2c2c4,0.04878048780487805,0.043478260869565216,0.25,0.5333333333333333,592.0,0.18910982099661344
320,Marco Friedl,DF,at Austria,28-123,1.de Werder Bremen,1998,1,0,0.033381712626995644,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f86ad3f5,0.0,0.0,0.0,0.0,24.0,0.006676342525399129
321,Juriën Gaari,DF,cw Curaçao,32-206,2.sa Abha,1993,2,2,0.23947750362844702,1.8,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bf7a9d1a,0.04878048780487805,0.0,0.1,0.13333333333333333,166.0,0.13956216739235608
322,Jassem Gaber,MF,qa Qatar,24-147,1.qa Al Rayyan SC,2002,3,3,0.21480406386066764,1.7,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,af9ef8aa,0.0,0.0,0.1,0.0,149.0,0.04148040638606677
323,Cody Gakpo,FW,nl Netherlands,27-071,1.eng Liverpool,1999,4,4,0.532656023222061,4.1,0.375,0.2,4,3,0,0,0,0,0.73,0.24,0.98,0.73,0.98,Matches,1971591f,0.24390243902439024,0.2608695652173913,0.05,0.13333333333333333,368.0,0.2966609225874868
324,Matías Galarza,MF,py Paraguay,24-156,1.us Atlanta Utd,2002,4,4,0.5616835994194485,4.3,0.125,0.2,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches,8e97a57b,0.04878048780487805,0.043478260869565216,0.55,0.4666666666666667,388.0,0.31033502660861156
325,Hernán Galíndez,GK,ec Ecuador,39-109,1.ar Huracán,1987,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,89c136f6,0.0,0.0,0.0,0.0,360.0,0.0
326,Jesús Gallardo,DF,mx Mexico,31-336,1.mx Toluca,1994,5,4,0.5399129172714079,4.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d0846b6c,0.0975609756097561,0.0,0.05,0.4666666666666667,373.0,0.2938159167876149
327,Ahmed Al-Ganehi,FW,qa Qatar,25-298,1.qa Al-Gharafa Sports Club,2000,1,0,0.05079825834542816,0.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,efcf04d2,0.024390243902439025,0.0,0.05,0.0,36.0,0.004878048780487806
328,Ben Gannon-Doak,MF,sct Scotland,20-248,1.eng Bournemouth,2005,3,2,0.26850507982583455,2.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,733f1a7d,0.0975609756097561,0.0,0.05,0.0,186.0,0.03685050798258346
329,Gavi,FW,es Spain,21-346,1.es Barcelona,2004,2,1,0.1088534107402032,0.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,19cae58d,0.024390243902439025,0.0,0.1,0.06666666666666667,76.0,0.004878048780487806
330,Jason Geria,DF,au Australia,33-068,2.jp Albirex Niigata,1993,2,0,0.08853410740203194,0.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd494a8d,0.0,0.0,0.05,0.13333333333333333,62.0,0.08687348814707306
331,Khalid Al Ghannam,MF,sa Saudi Arabia,25-251,1.sa Al-Ettifaq,2000,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c16843c7,0.0,0.0,0.0,0.0,1.0,0.0
332,Ismaël Gharbi,MF,tn Tunisia,22-098,1.de Augsburg,2004,3,1,0.18287373004354138,1.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5b3cfa12,0.07317073170731708,0.0,0.05,0.06666666666666667,127.0,0.03495403967102081
333,Mehdi Ghayedi,FW,ir IR Iran,27-224,1.ae Al-Nasr Dubai,1998,1,0,0.06386066763425255,0.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b6c90b4b,0.024390243902439025,0.0,0.0,0.0,45.0,0.004878048780487806
334,Farés Ghedjemis,FWMF,dz Algeria,23-314,2.it Frosinone,2002,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,14aac43e,0.0,0.0,0.0,0.0,1.0,0.0
335,Saman Ghoddos,MF,ir IR Iran,32-314,1.ae Al-Ittihad Kalba,1993,3,3,0.3004354136429608,2.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f7b1d4e0,0.0975609756097561,0.0,0.2,0.3333333333333333,208.0,0.1033768746976294
336,Mohammad Ghorbani,MF,ir IR Iran,25-057,1.ae Al-Wahda FC,2001,1,1,0.12917271407837447,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4a078e18,0.04878048780487805,0.043478260869565216,0.1,0.13333333333333333,90.0,0.046250604741170785
337,Lee Gi-hyuk,DF,kr Korea Republic,26-010,1.kr Gangwon FC,2000,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,18c8c3c7,0.0,0.0,0.2,0.3333333333333333,270.0,0.2847508466376391
338,Armin Gigovic,MF,ba Bosnia–Herz,24-102,1.ch Young Boys,2002,2,1,0.11320754716981132,0.9,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d0a0858e,0.0,0.0,0.05,0.13333333333333333,79.0,0.034654088050314474
339,Orlando Gill,GK,py Paraguay,26-036,1.py San Lorenzo,2000,5,5,0.6952104499274311,5.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0d425331,0.0,0.0,0.0,0.0,480.0,0.0
340,Santiago Giménez,FW,mx Mexico,25-090,1.it Milan,2001,4,0,0.12336719883889696,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,37337aea,0.04878048780487805,0.043478260869565216,0.0,0.0,86.0,0.016277836691410395
341,Aníbal Godoy,MF,pa Panama,36-157,1.us San Diego FC,1990,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2d496ca3,0.0,0.0,0.0,0.0,1.0,0.0
342,Andrés Gómez,MF,co Colombia,23-308,1.br Vasco da Gama,2002,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,76a82373,0.0,0.0,0.0,0.06666666666666667,1.0,0.006666666666666667
343,Diego Gómez,MF,py Paraguay,23-112,1.eng Brighton,2003,4,4,0.4397677793904209,3.4,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,916728da,0.14634146341463417,0.0,0.30000000000000004,0.6,304.0,0.16397677793904208
344,Gustavo Gómez,DF,py Paraguay,33-072,1.br Palmeiras,1993,5,5,0.6952104499274311,5.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d5ce52a5,0.04878048780487805,0.0,0.15000000000000002,0.13333333333333333,480.0,0.2532087566521529
345,Armando González,FW,mx Mexico,23-088,1.mx Guadalajara,2003,1,0,0.020319303338171262,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1278bc9a,0.0,0.0,0.0,0.0,15.0,0.0
346,Nicolás González,FWMF,ar Argentina,28-102,1.es Atlético Madrid,1998,6,0,0.30914368650217705,2.4,0.0,0.2,1,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,Matches,2374aaca,0.17073170731707318,0.043478260869565216,0.15000000000000002,0.06666666666666667,214.0,0.12758103531688436
347,Anthony Gordon,MF,eng England,25-143,1.es Barcelona,2001,6,5,0.5732946298984035,4.4,0.125,0.6000000000000001,4,1,0,0,0,0,0.23,0.68,0.91,0.23,0.91,Matches,2bd83368,0.14634146341463417,0.17391304347826086,0.15000000000000002,0.2,396.0,0.3248294629898404
348,Leon Goretzka,MF,de Germany,31-161,1.de Bayern Munich,1995,3,0,0.14223512336719885,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cc86b9a3,0.04878048780487805,0.0,0.05,0.06666666666666667,99.0,0.030890179003386555
349,Kenji Gorré,FWMF,cw Curaçao,31-291,1.il Maccabi Haifa,1994,1,0,0.02177068214804064,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,52d1a4c6,0.0,0.0,0.0,0.0,16.0,0.0021770682148040637
350,Keisuke Gotō,FW,jp Japan,21-044,1.be Sint-Truiden,2005,1,0,0.008708272859216255,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,82a2ca86,0.0,0.0,0.05,0.0,7.0,0.0
351,Amine Gouiri,FW,dz Algeria,26-151,1.fr Marseille,2000,4,3,0.36284470246734396,2.8,0.125,0.0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,Matches,aad56ca3,0.07317073170731708,0.08695652173913043,0.05,0.0,251.0,0.08392762460233298
352,Ryan Gravenberch,MF,nl Netherlands,24-062,1.eng Liverpool,2002,4,4,0.4992743105950653,3.8,0.0,0.4,2,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,Matches,b8e740fb,0.12195121951219512,0.0,0.05,0.4,345.0,0.21992743105950655
353,Michael Gregoritsch,FW,at Austria,32-090,1.de Augsburg,1994,3,2,0.2714078374455733,2.1,0.0,0.2,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,Matches,8e235926,0.024390243902439025,0.0,0.0,0.0,188.0,0.04487804878048782
354,Florian Grillitsch,DFMF,at Austria,30-344,1.pt Braga,1995,2,0,0.12917271407837447,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ffbbc83b,0.0,0.0,0.05,0.0,90.0,0.0483345428156749
355,Pascal Groß,DFMF,de Germany,35-032,1.eng Brighton,1991,1,0,0.02467343976777939,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8aec0537,0.024390243902439025,0.0,0.1,0.0,18.0,0.049934687953555885
356,Gabriel Gudmundsson,MFDF,se Sweden,27-079,1.eng Leeds United,1999,4,4,0.47750362844702465,3.7,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d5d22a58,0.0,0.0,0.15000000000000002,0.3333333333333333,330.0,0.27966739235607163
357,Cho Gue-sung,FW,kr Korea Republic,28-173,1.dk Midtjylland,1998,2,0,0.04354136429608128,0.3,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ccfa8e5e,0.04878048780487805,0.043478260869565216,0.0,0.0,31.0,0.016277836691410395
358,Marc Guéhi,DF,eng England,26-004,1.eng Manchester City,2000,7,6,0.8316400580551524,6.4,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d0706b27,0.024390243902439025,0.0,0.05,0.4,574.0,0.3288280116110305
359,Evann Guessand,FWMF,ci Côte d'Ivoire,25-016,1.eng Crystal Palace,2001,2,0,0.023222060957910014,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b73f17f8,0.024390243902439025,0.0,0.0,0.0,17.0,0.0023222060957910017
360,Idrissa Gueye,MF,sn Senegal,36-294,1.eng Everton,1989,4,4,0.5224963715529753,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,72c812f3,0.12195121951219512,0.043478260869565216,0.2,0.13333333333333333,361.0,0.10558297048863088
361,Pape Gueye,MF,sn Senegal,27-174,1.es Villarreal,1999,4,3,0.33817126269956455,2.6,0.25,0.2,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,Matches,7155e3e1,0.1951219512195122,0.13043478260869565,0.05,0.26666666666666666,234.0,0.20548379293662314
362,Bruno Guimarães,MF,br Brazil,28-243,1.eng Newcastle,1997,5,5,0.602322206095791,4.6,0.0,0.8,4,0,0,1,0,0,0.0,0.87,0.87,0.0,0.87,Matches,82518f62,0.1951219512195122,0.08695652173913043,0.30000000000000004,0.13333333333333333,416.0,0.3735655539429124
363,Deniz Gül,FW,tr Türkiye,22-015,1.pt Porto,2004,2,0,0.05224963715529753,0.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f0fb443e,0.04878048780487805,0.043478260869565216,0.0,0.0,37.0,0.016277836691410395
364,Arda Güler,MF,tr Türkiye,21-142,1.es Real Madrid,2005,3,3,0.3904208998548621,3.0,0.125,0.0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,3741ca58,0.29268292682926833,0.17391304347826086,0.15000000000000002,0.13333333333333333,270.0,0.11987542331881956
365,Angus Gunn,GK,sct Scotland,30-176,1.eng Nottingham,1996,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e082af5b,0.0,0.0,0.05,0.0,270.0,0.0
366,Malo Gusto,DFMF,fr France,23-059,1.eng Chelsea,2003,4,0,0.04499274310595065,0.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d56b9520,0.0,0.0,0.15000000000000002,0.13333333333333333,32.0,0.12316521528785682
367,Brian Gutiérrez,MF,mx Mexico,23-030,1.mx Guadalajara,2003,4,2,0.28592162554426703,2.2,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d88f31db,0.14634146341463417,0.0,0.05,0.13333333333333333,198.0,0.05192549588776004
368,Jorge Gutiérrez,DF,pa Panama,27-319,1.ve Dep. La Guaira,1998,1,1,0.12481857764876633,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,56f6d192,0.0,0.0,0.05,0.06666666666666667,87.0,0.0707970488630866
369,Joško Gvardiol,DF,hr Croatia,24-175,1.eng Manchester City,2002,4,2,0.2002902757619739,1.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ad50391,0.024390243902439025,0.0,0.1,0.13333333333333333,139.0,0.13172472181906145
370,Viktor Gyökeres,FW,se Sweden,28-043,1.eng Arsenal,1998,4,4,0.521044992743106,4.0,0.125,0.4,3,1,0,0,1,0,0.25,0.5,0.75,0.25,0.75,Matches,4d5a9185,0.29268292682926833,0.2608695652173913,0.05,0.0,360.0,0.23391702014846238
