Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play,Score
489,Justin Kluivert,FWMF,nl Netherlands,27-073,1.eng Bournemouth,1999,2,0,0.03773584905660377,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4c3a6744,0.0,0.0,0.0,0.0,27.0,0.0037735849056603774
490,Gregor Kobel,GK,ch Switzerland,28-223,1.de Dortmund,1997,6,6,0.8693759071117562,6.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd59b9df,0.0,0.0,0.0,0.0,600.0,0.0
491,Orkun Kökçü,MF,tr Türkiye,25-200,1.tr Beşiktaş,2000,3,2,0.22060957910014514,1.7,0.0,0.2,1,0,0,0,0,0,0.0,0.59,0.59,0.0,0.59,Matches,9bf914b4,0.07317073170731708,0.0,0.05,0.0,153.0,0.09206095791001452
492,Sead Kolašinac,DF,ba Bosnia–Herz,33-027,1.it Atalanta,1993,4,4,0.48766328011611026,3.7,0.0,0.2,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,3935e52e,0.0,0.0,0.30000000000000004,0.13333333333333333,337.0,0.2791993226898888
493,Ghislain Konan,DF,ci Côte d'Ivoire,30-202,1.pt Gil Vicente FC,1995,3,3,0.3889695210449927,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6b2c894b,0.0975609756097561,0.0,0.15000000000000002,0.0,269.0,0.14529390420899857
494,Ibrahima Konaté,DF,fr France,27-053,1.eng Liverpool,1999,1,0,0.020319303338171262,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ed9b537,0.0,0.0,0.0,0.2,15.0,0.07406386066763425
495,Ismaël Koné,MF,ca Canada,24-031,1.it Sassuolo,2002,2,2,0.2104499274310595,1.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e0220b70,0.04878048780487805,0.0,0.1,0.2,146.0,0.06104499274310596
496,Manu Koné,MF,fr France,25-061,1.it Roma,2001,5,4,0.5573294629898404,4.3,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,86574238,0.14634146341463417,0.08695652173913043,0.25,0.2,385.0,0.12573294629898404
497,Ezri Konsa,DF,eng England,28-267,1.eng Aston Villa,1997,7,6,0.806966618287373,6.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0313a347,0.07317073170731708,0.08695652173913043,0.25,0.5333333333333333,557.0,0.46055999032414124
498,Teun Koopmeiners,DFMF,nl Netherlands,28-139,1.it Juventus,1998,4,0,0.1756168359941945,1.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a26fb8aa,0.04878048780487805,0.0,0.05,0.06666666666666667,122.0,0.08095670053217224
499,Odilon Kossounou,DF,ci Côte d'Ivoire,25-194,1.it Atalanta,2001,4,3,0.39332365747460085,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1f3afdcb,0.0,0.0,0.15000000000000002,0.2,272.0,0.2161647314949202
500,Kalidou Koulibaly,DF,sn Senegal,35-027,1.sa Al-Hilal,1991,2,2,0.23222060957910015,1.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,da974c7b,0.0,0.0,0.05,0.13333333333333333,161.0,0.1156107885824867
501,Jules Koundé,DF,fr France,27-247,1.es Barcelona,1998,7,7,0.8664731494920175,6.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d1666ff,0.04878048780487805,0.0,0.4,0.2,598.0,0.4232946298984035
502,Mateo Kovačić,MF,hr Croatia,32-072,1.eng Manchester City,1994,4,3,0.3904208998548621,3.0,0.0,0.2,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,79c0821a,0.12195121951219512,0.17391304347826086,0.15000000000000002,0.13333333333333333,270.0,0.14237542331881956
503,Matej Kovar,GK,cz Czechia,26-061,1.nl PSV,2000,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bc67a0e1,0.0,0.0,0.0,0.0,270.0,0.0
504,Andrej Kramarić,FWMF,hr Croatia,35-028,1.de Hoffenheim,1991,3,0,0.08417997097242381,0.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,603cb947,0.024390243902439025,0.0,0.05,0.0,59.0,0.018417997097242386
505,Ladislav Krejčí,DF,cz Czechia,27-088,1.eng Wolves,1999,3,3,0.3904208998548621,3.0,0.125,0.0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,Matches,5b5c2228,0.12195121951219512,0.043478260869565216,0.15000000000000002,0.06666666666666667,270.0,0.16891751330430577
506,Takefusa Kubo,MF,jp Japan,25-043,1.es Real Sociedad,2001,1,1,0.10595065312046445,0.8,0.0,0.2,1,0,0,0,0,0,0.0,1.22,1.22,0.0,1.22,Matches,16aa3654,0.024390243902439025,0.0,0.0,0.06666666666666667,74.0,0.07726173197871311
507,Brandley Kuwas,FWMF,cw Curaçao,33-301,1.nl Volendam,1992,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,42c94967,0.0,0.0,0.0,0.0,1.0,0.0
508,Prince Kwabena Adu,FW,gh Ghana,22-297,1.cz Viktoria Plzeň,2003,3,0,0.055152394775036286,0.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,36bdd145,0.024390243902439025,0.043478260869565216,0.0,0.0,39.0,0.011399787910922589
509,Maxence Lacroix,DF,fr France,26-102,1.eng Crystal Palace,2000,2,1,0.2177068214804064,1.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,277c49ed,0.0,0.0,0.1,0.2,151.0,0.1585413642960813
510,Gustaf Lagerbielke,DF,se Sweden,26-098,1.pt Braga,2000,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9e39fa2d,0.07317073170731708,0.043478260869565216,0.25,0.3333333333333333,360.0,0.33337566521528783
511,Konrad Laimer,MFDF,at Austria,29-051,1.de Bayern Munich,1997,4,4,0.521044992743106,4.0,0.0,0.2,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,Matches,c1b7847c,0.024390243902439025,0.0,0.30000000000000004,0.13333333333333333,360.0,0.2858756652152879
512,Ali Lajami,DF,sa Saudi Arabia,30-084,1.sa Al-Hilal,1996,3,1,0.21480406386066764,1.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,46f7ab4f,0.0,0.0,0.1,0.2,149.0,0.15796081277213353
513,Senne Lammens,GK,be Belgium,24-010,1.eng Manchester Utd,2002,1,0,0.027576197387518143,0.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8e6d2fcd,0.0,0.0,0.0,0.0,20.0,0.0
514,Noa Lang,FWMF,nl Netherlands,27-030,1.tr Galatasaray,1999,2,0,0.010159651669085631,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8e034340,0.0,0.0,0.0,0.0,8.0,0.0010159651669085631
515,Sondre Langås,DF,no Norway,25-165,2.eng Derby County,2001,1,0,0.03483309143686502,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,107e4890,0.0,0.0,0.0,0.0,25.0,0.006966618287373005
516,Aymeric Laporte,DF,es Spain,32-051,1.es Athletic Club,1994,7,7,0.9114658925979681,7.0,0.0,0.2,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,Matches,119b9a8e,0.12195121951219512,0.08695652173913043,0.15000000000000002,0.9333333333333333,629.0,0.5764598451862603
517,Cyle Larin,FW,ca Canada,31-091,1.es Mallorca,1995,4,2,0.274310595065312,2.1,0.25,0.0,2,2,0,0,2,0,0.95,0.0,0.95,0.95,0.95,Matches,e7af9060,0.21951219512195122,0.17391304347826086,0.0,0.0,190.0,0.18248939554612936
518,Richie Laryea,DF,ca Canada,31-191,1.us Toronto FC,1995,5,5,0.6211901306240929,4.8,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,276fdbe4,0.04878048780487805,0.043478260869565216,0.45,0.13333333333333333,429.0,0.37340469279148525
519,Mohanad Lasheen,MF,eg Egypt,30-049,0,1996,4,4,0.5195936139332366,4.0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,8c041c7d,0.04878048780487805,0.0,0.55,0.5333333333333333,359.0,0.21529269472665702
520,Issa Laye,MFDF,qa Qatar,28-207,1.qa Al-Arabi,1997,3,3,0.3904208998548621,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c078667a,0.024390243902439025,0.0,0.05,0.06666666666666667,270.0,0.12391751330430577
521,Rafael Leão,MF,pt Portugal,27-037,1.it Milan,1999,5,1,0.22786647314949202,1.8,0.125,0.2,2,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14,Matches,20730eae,0.0975609756097561,0.043478260869565216,0.0,0.13333333333333333,158.0,0.13361998064828254
522,Mathew Leckie,MF,au Australia,35-163,1.au Melb City,1991,1,1,0.08563134978229318,0.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b93b7882,0.024390243902439025,0.0,0.0,0.0,60.0,0.008563134978229319
523,Jefferson Lerma,MF,co Colombia,31-265,1.eng Crystal Palace,1994,5,5,0.5936139332365747,4.6,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,9b5ce51a,0.12195121951219512,0.043478260869565216,0.05,0.3333333333333333,410.0,0.10269472665699081
524,Jamie Leweling,FWMF,de Germany,25-141,1.de Stuttgart,2001,1,0,0.04354136429608128,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,13fe7b69,0.024390243902439025,0.0,0.0,0.0,31.0,0.0043541364296081275
525,Philipp Lienhart,DF,at Austria,30-006,1.de Freiburg,1996,2,2,0.2597968069666183,2.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,302527b2,0.024390243902439025,0.0,0.05,0.06666666666666667,180.0,0.097792694726657
526,Victor Lindelöf,DFMF,se Sweden,32-000,1.eng Aston Villa,1994,4,4,0.5152394775036285,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f5deef4c,0.04878048780487805,0.0,0.05,0.26666666666666666,356.0,0.21888122883405903
527,Erik Lira,MF,mx Mexico,26-070,1.mx Cruz Azul,2000,4,4,0.4992743105950653,3.8,0.0,0.2,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,Matches,7b2c24ed,0.0,0.0,0.15000000000000002,0.13333333333333333,345.0,0.15326076439283987
528,Dominik Livaković,GK,hr Croatia,31-189,1.hr Dinamo Zagreb,1995,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,58f077c0,0.0,0.0,0.0,0.0,360.0,0.0
529,Dailon Livramento,FW,cv Cabo Verde,25-074,1.pt Casa Pia,2001,3,2,0.251088534107402,1.9,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c115db1e,0.024390243902439025,0.0,0.0,0.0,174.0,0.004878048780487806
530,Marcos Llorente,DF,es Spain,31-168,1.es Atlético Madrid,1995,3,2,0.2699564586357039,2.1,0.0,0.2,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,Matches,02c15616,0.0,0.0,0.30000000000000004,0.06666666666666667,187.0,0.21232462506047417
531,Giovani Lo Celso,MF,ar Argentina,30-099,1.es Real Betis,1996,1,1,0.08417997097242381,0.7,0.125,0.0,1,1,0,0,0,0,1.53,0.0,1.53,1.53,1.53,Matches,d7553721,0.024390243902439025,0.043478260869565216,0.0,0.06666666666666667,59.0,0.05258466376390905
532,Jürgen Locadia,FW,cw Curaçao,32-252,2.us Miami FC,1993,3,3,0.33962264150943394,2.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6cc47ae1,0.024390243902439025,0.0,0.0,0.06666666666666667,235.0,0.004878048780487806
533,Azarías Londoño,MF,pa Panama,25-026,1.ec Univ Católica,2001,3,0,0.07982583454281568,0.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,31d68775,0.024390243902439025,0.0,0.0,0.06666666666666667,56.0,0.014649250120948237
534,Sidny Lopes Cabral,DF,cv Cabo Verde,23-302,1.pt Benfica,2002,3,3,0.41219158200290273,3.2,0.125,0.0,1,1,0,0,2,0,0.32,0.0,0.32,0.32,0.32,Matches,20700569,0.0975609756097561,0.08695652173913043,0.1,0.26666666666666666,285.0,0.2207716497339139
535,Flaco López,FW,ar Argentina,25-223,1.br Palmeiras,2000,2,0,0.027576197387518143,0.2,0.0,0.2,1,0,0,0,1,0,0.0,4.5,4.5,0.0,4.5,Matches,e1426a52,0.024390243902439025,0.0,0.05,0.0,20.0,0.04487804878048782
536,Derrick Luckassen,DF,gh Ghana,31-014,1.cy Pafos FC,1995,2,2,0.2597968069666183,2.0,0.125,0.0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,Matches,30a09cb5,0.024390243902439025,0.043478260869565216,0.05,0.0,180.0,0.07445936139332367
537,Jhon Lucumí,DF,co Colombia,28-021,1.it Bologna,1998,5,5,0.6923076923076923,5.3,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,80490d7f,0.04878048780487805,0.0,0.1,0.3333333333333333,478.0,0.30012820512820515
538,José Luis Rodríguez,MFFW,pa Panama,28-028,1.mx FC Juárez,1998,3,3,0.3367198838896952,2.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b333b014,0.07317073170731708,0.043478260869565216,0.15000000000000002,0.0,233.0,0.06367198838896954
539,Romelu Lukaku,FW,be Belgium,33-065,1.it Napoli,1993,6,1,0.3367198838896952,2.6,0.375,0.2,4,3,0,0,1,0,1.16,0.39,1.55,1.16,1.55,Matches,5eae500a,0.14634146341463417,0.13043478260869565,0.0,0.0,233.0,0.2575835100742312
540,Dodi Lukebakio,MF,be Belgium,28-296,1.pt Benfica,1997,3,1,0.2365747460087083,1.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0c61c77c,0.17073170731707318,0.043478260869565216,0.05,0.0,164.0,0.03365747460087083
541,Jovo Lukić,FW,ba Bosnia–Herz,27-231,1.ro Univ. Cluj,1998,2,1,0.09579100145137881,0.7,0.125,0.0,1,1,0,0,1,0,1.34,0.0,1.34,1.34,1.34,Matches,a2056e82,0.07317073170731708,0.08695652173913043,0.05,0.0,67.0,0.08392762460233298
542,Awer Mabil,FWMF,au Australia,30-305,2.es Castellón,1995,1,0,0.0420899854862119,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,922da988,0.024390243902439025,0.0,0.0,0.0,30.0,0.00420899854862119
543,Alexis Mac Allister,MF,ar Argentina,27-205,1.eng Liverpool,1998,7,6,0.9129172714078375,7.0,0.125,0.2,2,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,Matches,83d074ff,0.3170731707317073,0.17391304347826086,0.6000000000000001,0.6,630.0,0.3687917271407838
544,Deiver Machado,DF,co Colombia,32-318,1.fr Nantes,1993,1,1,0.12917271407837447,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b3f8bdef,0.0,0.0,0.0,0.13333333333333333,90.0,0.07250120948234155
545,Shuto Machino,FW,jp Japan,26-290,1.de Gladbach,1999,1,0,0.01741654571843251,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,964dde35,0.0,0.0,0.0,0.0,13.0,0.0
546,Assim Madibo,MF,qa Qatar,29-268,1.qa Al-Wakrah,1996,2,2,0.18867924528301888,1.5,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,2b1d2ada,0.0,0.0,0.05,0.26666666666666666,131.0,0.055534591194968556
547,Noni Madueke,MF,eng England,24-129,1.eng Arsenal,2002,5,4,0.41364296081277213,3.2,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bf34eebd,0.14634146341463417,0.043478260869565216,0.2,0.13333333333333333,286.0,0.09469762941461056
548,Daizen Maeda,MF,jp Japan,28-270,1.sct Celtic,1997,3,3,0.35268505079825835,2.7,0.125,0.0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,Matches,395451fc,0.04878048780487805,0.043478260869565216,0.15000000000000002,0.13333333333333333,244.0,0.11610183841315919
549,Gabriel Magalhães,DF,br Brazil,28-210,1.eng Arsenal,1997,5,5,0.6516690856313498,5.0,0.0,0.2,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,Matches,67ac5bb8,0.024390243902439025,0.0,0.1,0.26666666666666666,450.0,0.2686671504596033
550,Ermin Mahmić,MF,ba Bosnia–Herz,21-125,1.cz Slovan Liberec,2005,3,0,0.09724238026124819,0.8,0.25,0.0,2,2,0,0,1,0,2.65,0.0,2.65,2.65,2.65,Matches,86e34165,0.0975609756097561,0.08695652173913043,0.05,0.0,68.0,0.09472423802612481
551,Hadj Mahmoud,MF,tn Tunisia,26-084,1.ch Lugano,2000,2,0,0.06095791001451379,0.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,081048c2,0.0,0.0,0.1,0.0,43.0,0.026095791001451384
552,Riyad Mahrez,MF,dz Algeria,35-146,1.sa Al-Ahli,1991,4,3,0.3788098693759071,2.9,0.25,0.2,3,2,0,0,0,0,0.69,0.34,1.03,0.69,1.03,Matches,892d5bb1,0.14634146341463417,0.13043478260869565,0.1,0.06666666666666667,262.0,0.19954765360425739
553,Alexandro Maidana,DF,py Paraguay,20-356,1.ar Talleres–C,2005,2,1,0.07837445573294631,0.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d0d5020,0.0,0.0,0.0,0.06666666666666667,55.0,0.039008224479922596
554,Mike Maignan,GK,fr France,31-014,1.it Milan,1995,7,7,0.9129172714078375,7.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fcb38f57,0.0,0.0,0.0,0.0,630.0,0.0
555,Evidence Makgopa,FW,za South Africa,26-042,1.za Orlando Pirates,2000,4,2,0.31059506531204645,2.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d76d03b,0.0975609756097561,0.13043478260869565,0.05,0.06666666666666667,215.0,0.03907741251325557
556,Ahmed Maknzi,DF,iq Iraq,24-296,1.iq Al-Karma,2001,1,0,0.04644412191582003,0.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f95ac2b6,0.0,0.0,0.1,0.0,33.0,0.054288824383164014
557,Donyell Malen,FW,nl Netherlands,27-189,1.it Roma,1999,3,3,0.26705370101596515,2.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,116c35df,0.0975609756097561,0.08695652173913043,0.0,0.0,185.0,0.03255567338282079
558,Arjan Malic,DF,ba Bosnia–Herz,20-323,1.at Sturm Graz,2005,1,1,0.06386066763425255,0.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,de57cd45,0.0,0.0,0.0,0.0,45.0,0.012772133526850511
559,Mohamed Manai,DF,qa Qatar,23-265,1.qa Al-Shamal Sports Club,2002,3,0,0.09869375907111756,0.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1e20b706,0.0,0.0,0.0,0.13333333333333333,69.0,0.06640541848089018
560,Aïssa Mandi,DF,dz Algeria,34-268,1.fr Lille,1991,4,4,0.521044992743106,4.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fbd6378b,0.0,0.0,0.15000000000000002,0.26666666666666666,360.0,0.26504233188195453
561,Sadio Mané,MFFW,sn Senegal,34-098,1.sa Al-Nassr,1992,4,4,0.5239477503628447,4.0,0.0,0.2,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,Matches,c691bfe2,0.14634146341463417,0.13043478260869565,0.1,0.2,362.0,0.15239477503628449
562,Juan Manuel Sanabria,DF,uy Uruguay,26-110,1.mx Atlético San Luis,2000,3,2,0.2946298984034833,2.3,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,f1d74479,0.07317073170731708,0.0,0.2,0.06666666666666667,204.0,0.17225931301403
563,Johan Manzambi,MFFW,ch Switzerland,20-276,1.de Freiburg,2005,4,2,0.28737300435413643,2.2,0.375,0.4,5,3,0,0,0,0,1.36,0.9,2.26,1.36,2.26,Matches,8fcf0e12,0.14634146341463417,0.13043478260869565,0.0,0.0,199.0,0.2612373004354136
564,Mahmoud Al-Mardi,MF,jo Jordan,32-284,1.jo Al-Hussein SC,1993,3,1,0.18722786647314948,1.4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1eedc1ea,0.024390243902439025,0.043478260869565216,0.05,0.0,130.0,0.028722786647314952
565,Jearl Margaritha,FWMF,cw Curaçao,26-098,2.be Beveren,2000,2,0,0.05805515239477504,0.5,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,be915a68,0.024390243902439025,0.0,0.0,0.0,41.0,0.0058055152394775045
566,Omar Marmoush,FWMF,eg Egypt,27-160,1.eng Manchester City,1999,5,3,0.4716981132075471,3.6,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0e0102eb,0.2682926829268293,0.043478260869565216,0.15000000000000002,0.13333333333333333,326.0,0.09050314465408806
567,Marquinhos,DF,br Brazil,32-064,1.fr PSG,1994,5,5,0.6516690856313498,5.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d5f2f82b,0.04878048780487805,0.0,0.1,0.2,450.0,0.24533381712626998
568,Gabriel Martinelli,MF,br Brazil,25-029,1.eng Arsenal,2001,4,1,0.2060957910014514,1.6,0.125,0.0,1,1,0,0,0,0,0.63,0.0,0.63,0.63,0.63,Matches,48a5a5d6,0.04878048780487805,0.043478260869565216,0.0,0.13333333333333333,143.0,0.07144291243347847
569,Guillermo Martínez Ayala,FW,mx Mexico,31-124,1.mx UNAM,1995,2,1,0.1030478955007257,0.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,59146354,0.0,0.0,0.0,0.0,72.0,0.0
570,Cristian Martínez,MFFW,pa Panama,29-161,1.il Kiryat Shmona,1997,3,3,0.34978229317851955,2.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fdb15495,0.024390243902439025,0.0,0.2,0.06666666666666667,242.0,0.08164489598451863
571,Emiliano Martínez,GK,ar Argentina,33-318,1.eng Aston Villa,1992,7,7,1.0,7.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7956236f,0.0,0.0,0.0,0.0,690.0,0.0
571,Emiliano Martínez,GK,ar Argentina,33-318,1.eng Aston Villa,1992,7,7,1.0,7.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7956236f,0.0,0.0,0.0,0.0,0.0,0.0
572,Lautaro Martínez,FW,ar Argentina,28-329,1.it Inter,1997,7,4,0.44847605224963716,3.4,0.375,0.2,4,2,1,1,1,0,0.87,0.29,1.16,0.58,0.87,Matches,f7036e1c,0.24390243902439024,0.17391304347826086,0.05,0.06666666666666667,310.0,0.28361744432661723
573,Lisandro Martínez,DF,ar Argentina,28-180,1.eng Manchester Utd,1998,6,6,0.841799709724238,6.5,0.125,0.2,2,1,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches,bac46a10,0.0975609756097561,0.08695652173913043,0.35000000000000003,0.4,581.0,0.4658599419448476
574,Thapelo Maseko,MFFW,za South Africa,22-248,1.cy AEL Limassol,2003,3,3,0.34978229317851955,2.7,0.125,0.0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,Matches,498d45f7,0.1951219512195122,0.043478260869565216,0.05,0.13333333333333333,242.0,0.09581156265118529
575,Hazem Mastouri,FW,tn Tunisia,29-029,1.ru D. Makhachkala,1997,1,1,0.1277213352685051,1.0,0.125,0.0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01,Matches,c88f913e,0.07317073170731708,0.08695652173913043,0.0,0.06666666666666667,89.0,0.08392762460233298
576,Arthur Masuaku,DF,cd Congo DR,32-252,1.fr Lens,1993,4,4,0.45573294629898403,3.5,0.0,0.2,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,57df7a11,0.0,0.0,0.25,0.0,315.0,0.2036465892597968
577,Igor Matanović,FW,hr Croatia,23-108,1.de Freiburg,2003,3,0,0.13642960812772134,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,948e1292,0.0975609756097561,0.08695652173913043,0.0,0.0,95.0,0.03255567338282079
578,Pape Matar Sarr,MF,sn Senegal,23-306,1.eng Tottenham,2002,2,0,0.09579100145137881,0.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,feb5d972,0.0975609756097561,0.0,0.0,0.06666666666666667,67.0,0.01624576681180455
579,Jean-Philippe Mateta,FW,fr France,29-019,1.eng Crystal Palace,1997,3,0,0.033381712626995644,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,50e6dc35,0.07317073170731708,0.043478260869565216,0.0,0.0,24.0,0.0211558854718982
580,Mauricio,MF,py Paraguay,25-056,1.br Palmeiras,2001,4,0,0.24963715529753264,1.9,0.125,0.0,1,1,0,0,0,0,0.52,0.0,0.52,0.52,0.52,Matches,bf4cbc22,0.0975609756097561,0.13043478260869565,0.30000000000000004,0.06666666666666667,173.0,0.12913038219641992
581,Fiston Mayele,FW,cd Congo DR,32-023,1.eg Pyramids FC,1994,2,0,0.059506531204644414,0.5,0.125,0.0,1,1,0,0,0,0,2.14,0.0,2.14,2.14,2.14,Matches,0d113a00,0.12195121951219512,0.043478260869565216,0.0,0.0,42.0,0.08716198303287381
582,Ibrahim Maza,MFFW,dz Algeria,20-235,1.de Leverkusen,2005,4,4,0.5079825834542816,3.9,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,89b3bc5e,0.2682926829268293,0.13043478260869565,0.1,0.0,351.0,0.07079825834542816
